-3.078100352786232730e-01,-3.731493674563672314e-01,-7.850725726805994897e-01,4.319455666182133169e-01,-5.399339620769006975e-01,-6.251221246331361003e-01,-8.265966666646568095e-02,5.967871531393693640e-01,9.544107253989826400e-01,8.951395276814639868e-01,-1.764548532626856459e-01,0.000000000000000000e+00
-5.460288004658081507e-01,9.913853198812304646e-01,-6.179768109922502139e-01,3.532780950548190524e-01,-1.288275270212510260e-01,-4.445374798310040565e-01,-9.567624063964114134e-01,-5.634347359259538335e-01,-1.314554060614263387e+00,-1.579717442716744413e+00,7.189428110714327635e-01,0.000000000000000000e+00
-4.269194178722157118e-01,-9.579499477439089583e-01,-2.002374067713775518e-01,-9.250683178503361637e-01,-8.314903423728955967e-02,-3.241477166295826384e-01,-2.716548536351026111e-01,-4.100720724288098307e-01,2.022158859993452573e+00,9.964978719632577864e-02,-2.578546409294248942e-01,1.000000000000000000e+00
-9.033569482465875211e-01,6.015182663562027576e-01,-1.035716215213123181e+00,-2.760616774523342309e-01,-1.745060198052118539e-01,-1.106681177438821662e+00,-1.299084634086249135e-01,-1.000127744889839632e-01,-1.114351285377801704e+00,3.648130340247055514e-01,-9.090529422633285561e-01,0.000000000000000000e+00
3.622799590309941475e+00,7.083058031209789718e+00,1.052980805891240879e+00,-9.840689215228819453e-01,8.207951330632420536e-03,-8.336819022673987167e-02,1.098560251887515049e+00,8.568368868953881723e-01,-1.114351285377801704e+00,1.126203825353252683e-02,-2.578546409294248942e-01,0.000000000000000000e+00
1.121502555844491100e+00,-5.680828942188810293e-01,2.175019974494950825e-01,-9.840689215228819453e-01,4.649928791702432340e-01,-8.659016510359788255e-01,3.425795040129673841e-01,-3.433926535170177541e-01,8.686536604097717940e-02,3.648130340247055514e-01,-9.505506559594788241e-02,0.000000000000000000e+00
-1.887006526850298072e-01,-3.731493674563672314e-01,-3.673331684597267999e-01,7.794194458293954297e-02,-3.572199909410564422e-01,1.120529441787474045e+00,-2.716548536351026111e-01,-2.767132346052256220e-01,9.544107253989826400e-01,-2.539012085748467151e-01,8.817423864049083182e-01,1.000000000000000000e+00
4.068462602829344132e-01,-1.782158406938531281e-01,8.858850442028916028e-01,1.369425482554851303e-01,-8.596834115646284635e-01,-6.251221246331361003e-01,-2.952792520061822135e-01,-3.433926535170177541e-01,-1.114351285377801704e+00,-1.314554195888364641e+00,4.747434480712179883e-01,1.000000000000000000e+00
-6.959127009143738218e-02,-4.706161308376239916e-01,-3.314164508302831769e-02,-8.857345820686391979e-01,5.388644411459356937e-02,-9.260965326366895622e-01,-8.858892112831725507e-01,-8.768280048114286407e-01,-5.804772180805666260e-01,-2.539012085748467151e-01,4.747434480712179883e-01,0.000000000000000000e+00
-1.141575713433772288e+00,-1.055416711125165774e+00,-4.508810493039009937e-01,-1.121736996758821547e+00,-8.596834115646284635e-01,-1.829019756647350059e+00,-2.610470292371984691e+00,-1.393593501377854427e+00,-3.802744428441049429e-01,-1.491329693773951304e+00,6.774450973752767224e-02,0.000000000000000000e+00
